,episode,results,return,goal
0,1,"(-460.0, 493, True)",-460.0,True
1,2,"(-594.0, 611, True)",-594.0,True
2,3,"(-158.0, 260, True)",-158.0,True
3,4,"(-171.0, 279, True)",-171.0,True
4,5,"(-254.0, 351, True)",-254.0,True
5,6,"(-202.0, 287, True)",-202.0,True
6,7,"(-329.0, 396, True)",-329.0,True
7,8,"(-427.0, 453, True)",-427.0,True
8,9,"(-184.0, 272, True)",-184.0,True
9,10,"(-410.0, 461, True)",-410.0,True
10,11,"(-214.0, 318, True)",-214.0,True
11,12,"(-271.0, 375, True)",-271.0,True
12,13,"(-415.0, 486, True)",-415.0,True
13,14,"(-317.0, 408, True)",-317.0,True
14,15,"(-248.0, 352, True)",-248.0,True
15,16,"(-494.0, 501, True)",-494.0,True
16,17,"(-295.0, 386, True)",-295.0,True
17,18,"(-443.0, 488, True)",-443.0,True
18,19,"(-278.0, 367, True)",-278.0,True
19,20,"(-58.0, 192, True)",-58.0,True
20,21,"(-419.0, 452, True)",-419.0,True
21,22,"(-173.0, 283, True)",-173.0,True
22,23,"(-860.0, 793, True)",-860.0,True
23,24,"(-358.0, 440, True)",-358.0,True
24,25,"(-290.0, 385, True)",-290.0,True
25,26,"(-154.0, 257, True)",-154.0,True
26,27,"(-278.0, 355, True)",-278.0,True
27,28,"(-784.0, 725, True)",-784.0,True
28,29,"(-1211.0, 1000, False)",-1211.0,False
29,30,"(-387.0, 441, True)",-387.0,True
30,31,"(-417.0, 467, True)",-417.0,True
31,32,"(-246.0, 342, True)",-246.0,True
32,33,"(-200.0, 301, True)",-200.0,True
33,34,"(-645.0, 654, True)",-645.0,True
34,35,"(-41.0, 181, True)",-41.0,True
35,36,"(-346.0, 430, True)",-346.0,True
36,37,"(-161.0, 278, True)",-161.0,True
37,38,"(-288.0, 361, True)",-288.0,True
38,39,"(-179.0, 284, True)",-179.0,True
39,40,"(-700.0, 699, True)",-700.0,True
40,41,"(-128.0, 248, True)",-128.0,True
41,42,"(-109.0, 235, True)",-109.0,True
42,43,"(-448.0, 511, True)",-448.0,True
43,44,"(-213.0, 313, True)",-213.0,True
44,45,"(-274.0, 374, True)",-274.0,True
45,46,"(-217.0, 324, True)",-217.0,True
46,47,"(-58.0, 206, True)",-58.0,True
47,48,"(-360.0, 446, True)",-360.0,True
48,49,"(-284.0, 389, True)",-284.0,True
49,50,"(-448.0, 515, True)",-448.0,True
50,51,"(-84.0, 224, True)",-84.0,True
51,52,"(-412.0, 479, True)",-412.0,True
52,53,"(-372.0, 422, True)",-372.0,True
53,54,"(-242.0, 326, True)",-242.0,True
54,55,"(-503.0, 547, True)",-503.0,True
55,56,"(-300.0, 364, True)",-300.0,True
56,57,"(-535.0, 570, True)",-535.0,True
57,58,"(-50.0, 185, True)",-50.0,True
58,59,"(-692.0, 715, True)",-692.0,True
59,60,"(-44.0, 196, True)",-44.0,True
60,61,"(-344.0, 438, True)",-344.0,True
61,62,"(-447.0, 513, True)",-447.0,True
62,63,"(-585.0, 635, True)",-585.0,True
63,64,"(-192.0, 295, True)",-192.0,True
64,65,"(-218.0, 329, True)",-218.0,True
65,66,"(-264.0, 360, True)",-264.0,True
66,67,"(-142.0, 255, True)",-142.0,True
67,68,"(-239.0, 358, True)",-239.0,True
68,69,"(-293.0, 385, True)",-293.0,True
69,70,"(-126.0, 256, True)",-126.0,True
70,71,"(-372.0, 446, True)",-372.0,True
71,72,"(-392.0, 455, True)",-392.0,True
72,73,"(-140.0, 248, True)",-140.0,True
73,74,"(-410.0, 480, True)",-410.0,True
74,75,"(-367.0, 437, True)",-367.0,True
75,76,"(-211.0, 324, True)",-211.0,True
76,77,"(-487.0, 533, True)",-487.0,True
77,78,"(-876.0, 875, True)",-876.0,True
78,79,"(-366.0, 467, True)",-366.0,True
79,80,"(-412.0, 503, True)",-412.0,True
80,81,"(-542.0, 594, True)",-542.0,True
81,82,"(-810.0, 825, True)",-810.0,True
82,83,"(-322.0, 396, True)",-322.0,True
83,84,"(-723.0, 771, True)",-723.0,True
84,85,"(-339.0, 420, True)",-339.0,True
85,86,"(-491.0, 531, True)",-491.0,True
86,87,"(-266.0, 370, True)",-266.0,True
87,88,"(-300.0, 407, True)",-300.0,True
88,89,"(102.0, 76, True)",102.0,True
89,90,"(-268.0, 364, True)",-268.0,True
90,91,"(-280.0, 382, True)",-280.0,True
91,92,"(-357.0, 459, True)",-357.0,True
92,93,"(-972.0, 931, True)",-972.0,True
93,94,"(-574.0, 651, True)",-574.0,True
94,95,"(-127.0, 260, True)",-127.0,True
95,96,"(-473.0, 567, True)",-473.0,True
96,97,"(-354.0, 465, True)",-354.0,True
97,98,"(-502.0, 574, True)",-502.0,True
98,99,"(-81.0, 221, True)",-81.0,True
99,100,"(22.0, 144, True)",22.0,True
100,101,"(-611.0, 642, True)",-611.0,True
101,102,"(-480.0, 537, True)",-480.0,True
102,103,"(-136.0, 255, True)",-136.0,True
103,104,"(-330.0, 401, True)",-330.0,True
104,105,"(-56.0, 198, True)",-56.0,True
105,106,"(-61.0, 214, True)",-61.0,True
106,107,"(-340.0, 446, True)",-340.0,True
107,108,"(-647.0, 714, True)",-647.0,True
108,109,"(119.0, 61, True)",119.0,True
109,110,"(-160.0, 269, True)",-160.0,True
110,111,"(-380.0, 474, True)",-380.0,True
111,112,"(-164.0, 285, True)",-164.0,True
112,113,"(-786.0, 737, True)",-786.0,True
113,114,"(-52.0, 210, True)",-52.0,True
114,115,"(-192.0, 307, True)",-192.0,True
115,116,"(59.0, 114, True)",59.0,True
116,117,"(-147.0, 297, True)",-147.0,True
117,118,"(-224.0, 356, True)",-224.0,True
118,119,"(-135.0, 249, True)",-135.0,True
119,120,"(-580.0, 612, True)",-580.0,True
120,121,"(-86.0, 209, True)",-86.0,True
121,122,"(-291.0, 416, True)",-291.0,True
122,123,"(-27.0, 173, True)",-27.0,True
123,124,"(-49.0, 158, True)",-49.0,True
124,125,"(-75.0, 228, True)",-75.0,True
125,126,"(-322.0, 405, True)",-322.0,True
126,127,"(-181.0, 320, True)",-181.0,True
127,128,"(-317.0, 461, True)",-317.0,True
128,129,"(-281.0, 386, True)",-281.0,True
129,130,"(-46.0, 199, True)",-46.0,True
130,131,"(-336.0, 401, True)",-336.0,True
131,132,"(-211.0, 335, True)",-211.0,True
132,133,"(-4.0, 178, True)",-4.0,True
133,134,"(-611.0, 703, True)",-611.0,True
134,135,"(-240.0, 346, True)",-240.0,True
135,136,"(-38.0, 202, True)",-38.0,True
136,137,"(-259.0, 370, True)",-259.0,True
137,138,"(-181.0, 267, True)",-181.0,True
138,139,"(-255.0, 360, True)",-255.0,True
139,140,"(-145.0, 291, True)",-145.0,True
140,141,"(-475.0, 601, True)",-475.0,True
141,142,"(-136.0, 261, True)",-136.0,True
142,143,"(-357.0, 458, True)",-357.0,True
143,144,"(-234.0, 322, True)",-234.0,True
144,145,"(-155.0, 251, True)",-155.0,True
145,146,"(-502.0, 516, True)",-502.0,True
146,147,"(-254.0, 334, True)",-254.0,True
147,148,"(-410.0, 488, True)",-410.0,True
148,149,"(95.0, 88, True)",95.0,True
149,150,"(-85.0, 233, True)",-85.0,True
150,151,"(-286.0, 403, True)",-286.0,True
151,152,"(-209.0, 359, True)",-209.0,True
152,153,"(12.0, 152, True)",12.0,True
153,154,"(10.0, 155, True)",10.0,True
154,155,"(131.0, 56, True)",131.0,True
155,156,"(-531.0, 566, True)",-531.0,True
156,157,"(-246.0, 363, True)",-246.0,True
157,158,"(-453.0, 525, True)",-453.0,True
158,159,"(53.0, 124, True)",53.0,True
159,160,"(-306.0, 366, True)",-306.0,True
160,161,"(19.0, 141, True)",19.0,True
161,162,"(-148.0, 279, True)",-148.0,True
162,163,"(-58.0, 219, True)",-58.0,True
163,164,"(-1105.0, 1000, False)",-1105.0,False
164,165,"(-58.0, 225, True)",-58.0,True
165,166,"(-635.0, 741, True)",-635.0,True
166,167,"(-301.0, 411, True)",-301.0,True
167,168,"(-551.0, 648, True)",-551.0,True
168,169,"(-261.0, 398, True)",-261.0,True
169,170,"(55.0, 94, True)",55.0,True
170,171,"(-561.0, 658, True)",-561.0,True
171,172,"(120.0, 67, True)",120.0,True
172,173,"(3.0, 160, True)",3.0,True
173,174,"(107.0, 69, True)",107.0,True
174,175,"(135.0, 49, True)",135.0,True
175,176,"(59.0, 107, True)",59.0,True
176,177,"(-7.0, 123, True)",-7.0,True
177,178,"(62.0, 93, True)",62.0,True
178,179,"(-190.0, 286, True)",-190.0,True
179,180,"(36.0, 136, True)",36.0,True
180,181,"(-1.0, 143, True)",-1.0,True
181,182,"(-293.0, 348, True)",-293.0,True
182,183,"(-425.0, 467, True)",-425.0,True
183,184,"(42.0, 129, True)",42.0,True
184,185,"(35.0, 127, True)",35.0,True
185,186,"(137.0, 53, True)",137.0,True
186,187,"(67.0, 109, True)",67.0,True
187,188,"(4.0, 125, True)",4.0,True
188,189,"(102.0, 72, True)",102.0,True
189,190,"(43.0, 115, True)",43.0,True
190,191,"(-57.0, 217, True)",-57.0,True
191,192,"(157.0, 24, True)",157.0,True
192,193,"(99.0, 82, True)",99.0,True
193,194,"(-338.0, 421, True)",-338.0,True
194,195,"(132.0, 59, True)",132.0,True
195,196,"(113.0, 65, True)",113.0,True
196,197,"(103.0, 73, True)",103.0,True
197,198,"(-250.0, 386, True)",-250.0,True
198,199,"(58.0, 125, True)",58.0,True
199,200,"(-472.0, 496, True)",-472.0,True
200,201,"(6.0, 163, True)",6.0,True
201,202,"(-10.0, 144, True)",-10.0,True
202,203,"(36.0, 136, True)",36.0,True
203,204,"(146.0, 35, True)",146.0,True
204,205,"(-55.0, 203, True)",-55.0,True
205,206,"(32.0, 144, True)",32.0,True
206,207,"(68.0, 104, True)",68.0,True
207,208,"(155.0, 30, True)",155.0,True
208,209,"(162.0, 24, True)",162.0,True
209,210,"(164.0, 23, True)",164.0,True
210,211,"(177.0, 14, True)",177.0,True
211,212,"(173.0, 18, True)",173.0,True
212,213,"(172.0, 17, True)",172.0,True
213,214,"(169.0, 20, True)",169.0,True
214,215,"(167.0, 21, True)",167.0,True
215,216,"(145.0, 42, True)",145.0,True
216,217,"(-110.0, 286, True)",-110.0,True
217,218,"(121.0, 68, True)",121.0,True
218,219,"(42.0, 141, True)",42.0,True
219,220,"(-693.0, 764, True)",-693.0,True
220,221,"(101.0, 86, True)",101.0,True
221,222,"(-19.0, 198, True)",-19.0,True
222,223,"(-80.0, 239, True)",-80.0,True
223,224,"(-59.0, 231, True)",-59.0,True
224,225,"(163.0, 27, True)",163.0,True
225,226,"(-110.0, 276, True)",-110.0,True
226,227,"(-153.0, 306, True)",-153.0,True
227,228,"(-455.0, 598, True)",-455.0,True
228,229,"(-391.0, 519, True)",-391.0,True
229,230,"(75.0, 102, True)",75.0,True
